case;GroundTruth_bin;GroundTruth_src;GroundTruth_message;roseau_bin;roseau_src;correct_roseau_bin;correct_roseau_src;roseau_message;japicmp_bin;japicmp_src;correct_japicmp_bin;correct_japicmp_src;japicmp_message;revapi_bin;revapi_src;correct_revapi_bin;correct_revapi_src;revapi_message
ClassNoLongerConcretelyExtensibleTest_new_abstract_method_in_unconcretizable_class_inherited;false;false;;false;false;true;true;;false;true;true;false;JApiCompatibilityChange{type=METHOD_ADDED_TO_PUBLIC_CLASS}, JApiCompatibilityChange{type=METHOD_ABSTRACT_ADDED_TO_CLASS};true;true;false;false;abstract method added
ExecutableParameterGenericsChangedTest_lower_bounded_wildcard_narrowed;false;true;Compiler: compiler.err.name.clash.same.erasure.no.override, compiler.err.method.does.not.override.superclass;false;true;true;true;EXECUTABLE_PARAMETER_GENERICS_CHANGED;false;false;true;false;;false;true;true;true;type parameter of method parameter changed
ClassNowCheckedExceptionTest_class_becomes_generic_checked_exception;false;false;;false;false;true;true;;false;true;true;false;JApiCompatibilityChange{type=SUPERCLASS_ADDED}, JApiCompatibilityChange{type=INTERFACE_ADDED}, JApiCompatibilityChange{type=CLASS_NOW_CHECKED_EXCEPTION};true;true;false;false;final method added to non-final class, method added, method added, method added, method added, method added, final method added to non-final class, method added, method added, method added, method added, method added, new super class of non-final class
ClassNowCheckedExceptionTest_class_becomes_throwable;false;false;;false;false;true;true;;false;false;true;true;JApiCompatibilityChange{type=SUPERCLASS_ADDED}, JApiCompatibilityChange{type=INTERFACE_ADDED};true;true;false;false;final method added to non-final class, method added, method added, method added, method added, method added, final method added to non-final class, method added, method added, method added, method added, method added, new super class of non-final class
FieldTypeChangedTest_type_parameter_bound_refinement_non_final_source_only;false;true;Compiler: compiler.err.prob.found.req;false;true;true;true;FIELD_TYPE_CHANGED_INCOMPATIBLE;false;false;true;false;;false;false;true;false;
MethodNowAbstractTest_default_now_abstract_while_interface_becomes_unsealed;false;false;;false;false;true;true;;true;true;false;false;JApiCompatibilityChange{type=METHOD_NOW_ABSTRACT}, JApiCompatibilityChange{type=METHOD_ADDED_TO_PUBLIC_CLASS};true;true;false;false;method no longer default, Method now abstract, inherited method moved to class
FormalTypeParameterChangedTest_simultaneous_type_and_exec_rename_final;false;false;;false;false;true;true;;false;true;true;false;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED}, JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;false;true;true;
MethodReturnTypeChangedTest_array_incompatible_binary_and_source;true;true;Compiler: compiler.err.prob.found.reqLinker: Exception in thread "main" java.lang.NoSuchMethodError: 'int[] MethodReturnTypeChangedTest_array_incompatible_binary_and_source.A.m()';true;true;true;true;METHOD_RETURN_TYPE_ERASURE_CHANGED, METHOD_RETURN_TYPE_CHANGED_INCOMPATIBLE;true;true;true;true;JApiCompatibilityChange{type=METHOD_RETURN_TYPE_CHANGED};true;true;true;true;return type changed
FormalTypeParameterRemovedTest_constructor_param_removed_but_still_generic;false;true;Compiler: compiler.err.cant.apply.symbol.noargs;false;true;true;true;FORMAL_TYPE_PARAMETER_REMOVED;false;true;true;true;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;true;formal type parameter removed
ClassNowAbstractTest_class_now_abstract;true;true;Compiler: compiler.err.abstract.cant.be.instantiatedLinker: Exception in thread "main" java.lang.InstantiationError: ClassNowAbstractTest_class_now_abstract.A;true;true;true;true;CLASS_NOW_ABSTRACT;true;true;true;true;JApiCompatibilityChange{type=CLASS_NOW_ABSTRACT};true;true;true;true;class now abstract
ImplicitObjectTest_concrete_object_methods_added_to_abstract_class;false;false;;false;false;true;true;;false;false;true;true;JApiCompatibilityChange{type=METHOD_ADDED_TO_PUBLIC_CLASS}, JApiCompatibilityChange{type=METHOD_ADDED_TO_PUBLIC_CLASS}, JApiCompatibilityChange{type=METHOD_ADDED_TO_PUBLIC_CLASS};false;false;true;true;inherited method moved to class, inherited method moved to class, removed annotation, inherited method moved to class
MethodNowFinalTest_method_now_final_in_final_class;false;false;;false;false;true;true;;false;false;true;true;;false;false;true;true;method in final class now final
ClassNoLongerConcretelyExtensibleTest_now_abstract_method_in_unconcretizable_class;false;false;;false;false;true;true;;true;true;false;false;JApiCompatibilityChange{type=METHOD_NOW_ABSTRACT};true;true;false;false;Method now abstract
MethodNoLongerVarargsTest_method_no_longer_varargs_first;true;true;Compiler: compiler.err.cant.apply.symbolLinker: Exception in thread "main" java.lang.NoSuchMethodError: 'void MethodNoLongerVarargsTest_method_no_longer_varargs_first.A.m(int[])';true;true;true;true;EXECUTABLE_REMOVED;true;true;true;true;JApiCompatibilityChange{type=METHOD_REMOVED}, JApiCompatibilityChange{type=METHOD_ADDED_TO_PUBLIC_CLASS};true;true;true;true;parameter type changed
FieldTypeChangedTest_type_bounded_param_added_and_used_as_direct_field_type_no_break;false;false;;false;false;true;true;;false;true;true;false;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;false;element now parameterized, formal type parameter added
FieldTypeChangedTest_unboxing_binary_only;true;false;Linker: Exception in thread "main" java.lang.NoSuchFieldError: Class FieldTypeChangedTest_unboxing_binary_only.A does not have member field 'java.lang.Integer f';true;false;true;true;FIELD_TYPE_ERASURE_CHANGED;true;true;true;false;JApiCompatibilityChange{type=FIELD_TYPE_CHANGED};true;true;true;false;field type changed
MethodNowAbstractTest_implicitly_abstract_to_abstract;false;false;;false;false;true;true;;false;false;true;true;;false;false;true;true;
ClassNowCheckedExceptionTest_error_becomes_checked_exception;true;true;Compiler: compiler.err.prob.found.reqLinker: Exception in thread "main" java.lang.VerifyError: Bad return type;true;true;true;true;TYPE_SUPERTYPE_REMOVED, CLASS_NOW_CHECKED_EXCEPTION;true;true;true;true;JApiCompatibilityChange{type=SUPERCLASS_REMOVED}, JApiCompatibilityChange{type=CLASS_NOW_CHECKED_EXCEPTION};true;true;true;true;removed super class, new super class of non-final class, class now checked exception
FormalTypeParameterChangedTest_type_param_renamed_used_as_method_parameter_type;false;false;;false;false;true;true;;false;true;true;false;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;false;true;true;
FormalTypeParameterRemovedTest_final_method_all_params_removed_multiple;false;false;;false;false;true;true;;false;true;true;false;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;false;formal type parameter removed, formal type parameter removed
ImplicitObjectTest_concrete_object_methods_added_to_class;false;false;;false;false;true;true;;false;false;true;true;JApiCompatibilityChange{type=METHOD_ADDED_TO_PUBLIC_CLASS}, JApiCompatibilityChange{type=METHOD_ADDED_TO_PUBLIC_CLASS}, JApiCompatibilityChange{type=METHOD_ADDED_TO_PUBLIC_CLASS};false;false;true;true;inherited method moved to class, inherited method moved to class, removed annotation, inherited method moved to class
MethodNowFinalTest_method_now_final_in_subclass;true;true;Compiler: compiler.err.override.methLinker: Exception in thread "main" java.lang.IncompatibleClassChangeError: class client.MethodNowFinalTest_method_now_final_in_subclass.Main$1 overrides final method MethodNowFinalTest_method_now_final_in_subclass.B.m()V;true;true;true;true;METHOD_NOW_FINAL;true;true;true;true;JApiCompatibilityChange{type=METHOD_NOW_FINAL};true;true;true;true;method now final
FieldTypeChangedTest_type_first_param_added_and_used_as_direct_field_type_no_break;false;false;;false;false;true;true;;false;true;true;false;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;false;element now parameterized, formal type parameter added
MethodNoLongerVarargsTest_method_no_longer_varargs_last;true;true;Compiler: compiler.err.cant.apply.symbolLinker: Exception in thread "main" java.lang.NoSuchMethodError: 'void MethodNoLongerVarargsTest_method_no_longer_varargs_last.A.m(java.lang.Object, int[])';true;true;true;true;EXECUTABLE_REMOVED;true;true;true;true;JApiCompatibilityChange{type=METHOD_REMOVED}, JApiCompatibilityChange{type=METHOD_ADDED_TO_PUBLIC_CLASS};true;true;true;true;parameter type changed
ClassNoLongerStaticTest_doubly_nested_class_no_longer_static;true;true;Compiler: compiler.err.encl.class.requiredLinker: Exception in thread "main" java.lang.NoSuchMethodError: ClassNoLongerStaticTest_doubly_nested_class_no_longer_static.A$B$C: method 'void <init>()' not found;true;true;true;true;CLASS_NO_LONGER_STATIC;true;true;true;true;JApiCompatibilityChange{type=CONSTRUCTOR_REMOVED};false;false;false;false;
MethodNowAbstractTest_method_becomes_abstract_in_superclass_affecting_subclass;true;true;Compiler: compiler.err.does.not.override.abstractLinker: Exception in thread "main" java.lang.AbstractMethodError: Receiver class client.MethodNowAbstractTest_method_becomes_abstract_in_superclass_affecting_subclass.Main$1 does not define or inherit an implementation of the resolved method 'abstract void m()' of abstract class MethodNowAbstractTest_method_becomes_abstract_in_superclass_affecting_subclass.A.;true;true;true;true;METHOD_NOW_ABSTRACT;true;true;true;true;JApiCompatibilityChange{type=METHOD_NOW_ABSTRACT}, JApiCompatibilityChange{type=METHOD_ADDED_TO_PUBLIC_CLASS};true;true;true;true;Method now abstract, inherited method moved to class
FormalTypeParameterChangedTest_type_param_renamed_used_as_part_of_method_parameter_type;false;false;;false;false;true;true;;false;true;true;false;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;false;true;true;
ClassNowCheckedExceptionTest_exception_becomes_error;true;true;Compiler: compiler.err.prob.found.reqLinker: Exception in thread "main" java.lang.VerifyError: Bad return type;true;true;true;true;TYPE_SUPERTYPE_REMOVED;true;true;true;true;JApiCompatibilityChange{type=SUPERCLASS_REMOVED};true;true;true;true;removed super class, new super class of non-final class
FieldTypeChangedTest_unrelated_type_parameters_source_only;false;true;Compiler: compiler.err.prob.found.req;false;true;true;true;FIELD_TYPE_CHANGED_INCOMPATIBLE;false;false;true;false;;false;false;true;false;
FormalTypeParameterRemovedTest_final_method_all_params_removed_one;false;false;;false;false;true;true;;false;true;true;false;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;false;formal type parameter removed
MethodNowFinalTest_method_now_in_final_context_class;false;false;;false;false;true;true;;false;false;true;true;JApiCompatibilityChange{type=METHOD_ADDED_TO_PUBLIC_CLASS};false;false;true;true;inherited method moved to class
MethodNoLongerVarargsTest_method_overloaded_varargs;false;false;;false;false;true;true;;false;false;true;true;;false;false;true;true;
FieldTypeChangedTest_type_first_param_added_and_used_as_nested_field_type_no_break;false;false;;false;false;true;true;;false;true;true;false;JApiCompatibilityChange{type=FIELD_GENERICS_CHANGED}, JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;false;element now parameterized, formal type parameter added
MethodNowAbstractTest_method_now_abstract;true;true;Compiler: compiler.err.does.not.override.abstractLinker: Exception in thread "main" java.lang.AbstractMethodError: Receiver class client.MethodNowAbstractTest_method_now_abstract.Main$1 does not define or inherit an implementation of the resolved method 'abstract void m()' of abstract class MethodNowAbstractTest_method_now_abstract.A.;true;true;true;true;METHOD_NOW_ABSTRACT;true;true;true;true;JApiCompatibilityChange{type=METHOD_NOW_ABSTRACT};true;true;true;true;Method now abstract
FormalTypeParameterAddedTest_class_bounded_param_added_to_non_generic;false;false;;false;false;true;true;;false;true;true;false;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;false;element now parameterized, formal type parameter added
FormalTypeParameterChangedTest_unchanged_type_params_bounds;false;false;;false;false;true;true;;false;false;true;true;;false;false;true;true;
ClassNowCheckedExceptionTest_exception_becomes_throwable;true;true;Compiler: compiler.err.prob.found.reqLinker: Exception in thread "main" java.lang.VerifyError: Bad return type;true;true;true;true;TYPE_SUPERTYPE_REMOVED;true;true;true;true;JApiCompatibilityChange{type=SUPERCLASS_REMOVED};true;true;true;true;removed super class
FormalTypeParameterRemovedTest_final_method_param_removed_but_still_generic;false;true;Compiler: compiler.err.cant.apply.symbol.noargs;false;true;true;true;FORMAL_TYPE_PARAMETER_REMOVED;false;true;true;true;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;true;formal type parameter removed
MethodNowAbstractTest_abstract_class_implements_interface_method_as_abstract;true;true;Compiler: compiler.err.does.not.override.abstractLinker: Exception in thread "main" java.lang.AbstractMethodError: Receiver class client.MethodNowAbstractTest_abstract_class_implements_interface_method_as_abstract.Main$1 does not define or inherit an implementation of the resolved method 'abstract void m()' of abstract class MethodNowAbstractTest_abstract_class_implements_interface_method_as_abstract.A.;true;true;true;true;METHOD_NOW_ABSTRACT;true;true;true;true;JApiCompatibilityChange{type=METHOD_NOW_ABSTRACT};true;true;true;true;Method now abstract
FieldTypeChangedTest_type_formal_type_parameter_renamed_direct_field_type_no_break;false;false;;false;false;true;true;;false;true;true;false;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;false;true;true;
MethodNowFinalTest_method_now_in_final_context_interface;false;false;;false;false;true;true;;false;false;true;true;JApiCompatibilityChange{type=METHOD_ADDED_TO_PUBLIC_CLASS};false;false;true;true;inherited method moved to class
FormalTypeParameterRemovedTest_class_first_param_removed;false;true;Compiler: compiler.err.type.doesnt.take.params;false;true;true;true;FORMAL_TYPE_PARAMETER_REMOVED;false;true;true;true;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;true;formal type parameter removed
MethodNowAbstractTest_super_concrete_method_becomes_abstract_explicit;true;true;Compiler: compiler.err.does.not.override.abstractLinker: Exception in thread "main" java.lang.AbstractMethodError: Receiver class client.MethodNowAbstractTest_super_concrete_method_becomes_abstract_explicit.Main$1 does not define or inherit an implementation of the resolved method 'abstract void m()' of abstract class MethodNowAbstractTest_super_concrete_method_becomes_abstract_explicit.B.;true;true;true;true;METHOD_NOW_ABSTRACT;true;true;true;true;JApiCompatibilityChange{type=METHOD_NOW_ABSTRACT};true;true;true;true;Method now abstract
FormalTypeParameterAddedTest_class_first_param_added;false;false;;false;false;true;true;;false;true;true;false;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;false;element now parameterized, formal type parameter added
ClassNowCheckedExceptionTest_specific_exception_becomes_generic;true;true;Compiler: compiler.err.prob.found.reqLinker: Exception in thread "main" java.lang.VerifyError: Bad return type;true;true;true;true;TYPE_SUPERTYPE_REMOVED;true;true;true;true;JApiCompatibilityChange{type=SUPERCLASS_REMOVED}, JApiCompatibilityChange{type=CLASS_NOW_CHECKED_EXCEPTION};true;true;true;true;removed super class
FormalTypeParameterRemovedTest_method_first_param_removed;false;false;;false;true;true;false;FORMAL_TYPE_PARAMETER_REMOVED;false;true;true;false;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;false;formal type parameter removed
