case;GroundTruth_bin;GroundTruth_src;GroundTruth_message;roseau_bin;roseau_src;correct_roseau_bin;correct_roseau_src;roseau_message;japicmp_bin;japicmp_src;correct_japicmp_bin;correct_japicmp_src;japicmp_message;revapi_bin;revapi_src;correct_revapi_bin;correct_revapi_src;revapi_message
genericsWildcardsClazzMethodParamLowerBoundsGeneralization;false;true;Compiler: compiler.err.prob.found.req, compiler.err.name.clash.same.erasure.no.override, compiler.err.method.does.not.override.superclass;false;true;true;true;EXECUTABLE_PARAMETER_GENERICS_CHANGED;false;false;true;false;;false;true;true;true;type parameter of method parameter changed
genericsClazzMethodTypeBoundsAddN;false;true;Compiler: compiler.err.cant.apply.symbol.noargs, compiler.err.name.clash.same.erasure.no.override, compiler.err.method.does.not.override.superclass;false;true;true;true;FORMAL_TYPE_PARAMETER_CHANGED;false;true;true;true;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;true;formal type parameter changed
genericsClazzTypeBoundsGeneralization;false;false;;false;false;true;true;;false;true;true;false;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;false;formal type parameter changed
dataTypeIfazeMethodParamGeneralization;true;true;Compiler: compiler.err.does.not.override.abstract, compiler.err.method.does.not.override.superclassLinker: Exception in thread "main" java.lang.NoSuchMethodError: 'void testing_lib.dataTypeIfazeMethodParamGeneralization.DataTypeIfazeMethodParamGeneralization.method1(java.lang.Integer)';true;true;true;true;TYPE_NEW_ABSTRACT_METHOD, EXECUTABLE_REMOVED;true;true;true;true;JApiCompatibilityChange{type=METHOD_REMOVED}, JApiCompatibilityChange{type=METHOD_ADDED_TO_INTERFACE};true;true;true;true;parameter type changed
dataTypeIfazeConstantUnboxing;true;false;Linker: Exception in thread "main" java.lang.NoSuchFieldError: Class testing_lib.dataTypeIfazeConstantUnboxing.DataTypeIfazeConstantUnboxing does not have member field 'java.lang.Integer FIELD1';true;false;true;true;FIELD_TYPE_ERASURE_CHANGED;true;true;true;false;JApiCompatibilityChange{type=FIELD_TYPE_CHANGED};true;true;true;false;field now constant, field type changed
genericsWildcardsClazzMethodParamLowerBoundsMutation;false;true;Compiler: compiler.err.prob.found.req, compiler.err.name.clash.same.erasure.no.override, compiler.err.method.does.not.override.superclass;false;true;true;true;EXECUTABLE_PARAMETER_GENERICS_CHANGED;false;false;true;false;;false;true;true;true;type parameter of method parameter changed
dataTypeClazzConstructorParamGeneralization;true;false;Linker: Exception in thread "main" java.lang.NoSuchMethodError: 'void testing_lib.dataTypeClazzConstructorParamGeneralization.DataTypeClazzConstructorParamGeneralization.<init>(java.lang.Integer)';true;true;true;false;EXECUTABLE_REMOVED;true;true;true;false;JApiCompatibilityChange{type=CONSTRUCTOR_REMOVED};true;true;true;false;parameter type changed
genericsClazzMethodTypeBoundsAddSecond;false;true;Compiler: compiler.err.cant.apply.symbol.noargs, compiler.err.name.clash.same.erasure.no.override, compiler.err.method.does.not.override.superclass;false;true;true;true;FORMAL_TYPE_PARAMETER_CHANGED;false;false;true;false;;false;true;true;true;formal type parameter changed
genericsClazzTypeBoundsMutation;false;true;Compiler: compiler.err.not.within.bounds, compiler.err.not.within.bounds;false;true;true;true;FORMAL_TYPE_PARAMETER_CHANGED;false;true;true;true;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;true;formal type parameter changed
dataTypeIfazeConstantWidening;false;true;Compiler: compiler.err.prob.found.req;false;true;true;true;FIELD_TYPE_CHANGED_INCOMPATIBLE;true;true;false;true;JApiCompatibilityChange{type=FIELD_TYPE_CHANGED};true;true;false;true;constant field changed value, field type changed
dataTypeClazzConstructorParamMutation;true;true;Compiler: compiler.err.prob.found.reqLinker: Exception in thread "main" java.lang.NoSuchMethodError: 'void testing_lib.dataTypeClazzConstructorParamMutation.DataTypeClazzConstructorParamMutation.<init>(java.lang.Integer)';true;true;true;true;EXECUTABLE_REMOVED;true;true;true;true;JApiCompatibilityChange{type=CONSTRUCTOR_REMOVED};true;true;true;true;parameter type changed
dataTypeClazzConstructorParamNarrowing;true;true;Compiler: compiler.err.prob.found.reqLinker: Exception in thread "main" java.lang.NoSuchMethodError: 'void testing_lib.dataTypeClazzConstructorParamNarrowing.DataTypeClazzConstructorParamNarrowing.<init>(double)';true;true;true;true;EXECUTABLE_REMOVED;true;true;true;true;JApiCompatibilityChange{type=CONSTRUCTOR_REMOVED};true;true;true;true;parameter type changed
genericsWildcardsClazzMethodParamLowerBoundsSpecialization;false;true;Compiler: compiler.err.name.clash.same.erasure.no.override, compiler.err.method.does.not.override.superclass;false;true;true;true;EXECUTABLE_PARAMETER_GENERICS_CHANGED;false;false;true;false;;false;true;true;true;type parameter of method parameter changed
accessModifierClazzConstructorAccessIncreasePrivateToNon;false;false;;false;false;true;true;;false;false;true;true;;false;false;true;true;
genericsIfazeMethodTypeAddSecond;false;true;Compiler: compiler.err.does.not.override.abstract, compiler.err.name.clash.same.erasure.no.override, compiler.err.method.does.not.override.superclass;false;true;true;true;FORMAL_TYPE_PARAMETER_ADDED;false;true;true;true;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;true;formal type parameter added
genericsIfazeMethodTypeBoundsAddN;false;true;Compiler: compiler.err.does.not.override.abstract, compiler.err.name.clash.same.erasure.no.override, compiler.err.method.does.not.override.superclass;false;true;true;true;FORMAL_TYPE_PARAMETER_CHANGED;false;true;true;true;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;true;formal type parameter changed
dataTypeIfazeMethodReturnTypeWidening;true;true;Compiler: compiler.err.does.not.override.abstract, compiler.err.override.incompatible.ret, compiler.err.method.does.not.override.superclass, compiler.err.prob.found.reqLinker: Exception in thread "main" java.lang.NoSuchMethodError: 'int testing_lib.dataTypeIfazeMethodReturnTypeWidening.DataTypeIfazeMethodReturnTypeWidening.method1()';true;true;true;true;METHOD_RETURN_TYPE_ERASURE_CHANGED, METHOD_RETURN_TYPE_CHANGED_INCOMPATIBLE;true;true;true;true;JApiCompatibilityChange{type=METHOD_RETURN_TYPE_CHANGED};true;true;true;true;return type changed
accessModifierClazzNestedIfazeAccessIncreaseNonToProtected;false;false;;false;false;true;true;;false;false;true;true;;false;false;true;true;visibility increased
genericsClazzMethodTypeBoundsGeneralization;false;true;Compiler: compiler.err.name.clash.same.erasure.no.override, compiler.err.method.does.not.override.superclass;false;true;true;true;FORMAL_TYPE_PARAMETER_CHANGED;false;true;true;true;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;true;formal type parameter changed
genericsClazzTypeAddSecond;false;true;Compiler: compiler.err.wrong.number.type.args, compiler.err.wrong.number.type.args;false;true;true;true;FORMAL_TYPE_PARAMETER_ADDED;false;true;true;true;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;true;formal type parameter added
dataTypeClazzConstructorParamSpecialization;true;true;Compiler: compiler.err.prob.found.reqLinker: Exception in thread "main" java.lang.NoSuchMethodError: 'void testing_lib.dataTypeClazzConstructorParamSpecialization.DataTypeClazzConstructorParamSpecialization.<init>(java.lang.Number)';true;true;true;true;EXECUTABLE_REMOVED;true;true;true;true;JApiCompatibilityChange{type=CONSTRUCTOR_REMOVED};true;true;true;true;parameter type changed
genericsClazzMethodTypeBoundsSpecialization;false;true;Compiler: compiler.err.cant.apply.symbol.noargs, compiler.err.name.clash.same.erasure.no.override, compiler.err.method.does.not.override.superclass;false;true;true;true;FORMAL_TYPE_PARAMETER_CHANGED;false;true;true;true;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;true;formal type parameter changed
genericsClazzConstructorTypeBoundsAddN;false;true;Compiler: compiler.err.cant.apply.symbol.noargs;false;true;true;true;FORMAL_TYPE_PARAMETER_CHANGED;false;true;true;true;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;true;formal type parameter changed
accessModifierClazzNestedIfazeAccessIncreasePrivateToPublic;false;false;;false;false;true;true;;false;false;true;true;;false;false;true;true;visibility increased
genericsClazzMethodTypeBoundsMutation;false;true;Compiler: compiler.err.cant.apply.symbol.noargs, compiler.err.name.clash.same.erasure.no.override, compiler.err.method.does.not.override.superclass;false;true;true;true;FORMAL_TYPE_PARAMETER_CHANGED;false;true;true;true;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;true;formal type parameter changed
genericsIfazeMethodTypeBoundsAddSecond;false;true;Compiler: compiler.err.does.not.override.abstract, compiler.err.name.clash.same.erasure.no.override, compiler.err.method.does.not.override.superclass;false;true;true;true;FORMAL_TYPE_PARAMETER_CHANGED;false;false;true;false;;false;true;true;true;formal type parameter changed
genericsClazzMethodTypeBoundsDeleteN;false;true;Compiler: compiler.err.name.clash.same.erasure.no.override, compiler.err.method.does.not.override.superclass;false;true;true;true;FORMAL_TYPE_PARAMETER_CHANGED;false;true;true;true;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;true;formal type parameter changed
accessModifierClazzNestedIfazeAccessIncreaseNonToPublic;false;false;;false;false;true;true;;false;false;true;true;;false;false;true;true;visibility increased
accessModifierClazzNestedIfazeAccessIncreasePrivateToNon;false;false;;false;false;true;true;;false;false;true;true;;false;false;true;true;
genericsIfazeTypeBoundsAddN;false;true;Compiler: compiler.err.not.within.bounds;false;true;true;true;FORMAL_TYPE_PARAMETER_CHANGED;false;true;true;true;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;true;formal type parameter changed
accessModifierClazzNestedIfazeAccessDecreaseNonToPrivate;false;false;;false;false;true;true;;true;true;false;false;JApiCompatibilityChange{type=CLASS_LESS_ACCESSIBLE};false;false;true;true;
accessModifierClazzNestedIfazeAccessDecreasePublicToNon;true;true;Compiler: compiler.err.not.def.public.cant.access, compiler.err.not.def.public.cant.access, compiler.err.not.def.public.cant.accessLinker: Error: LinkageError occurred while loading main class accessModifierClazzNestedIfazeAccessDecreasePublicToNon.Main;true;true;true;true;TYPE_REMOVED;true;true;true;true;JApiCompatibilityChange{type=CLASS_NO_LONGER_PUBLIC}, JApiCompatibilityChange{type=CLASS_LESS_ACCESSIBLE};true;true;true;true;visibility reduced
modifierMethodNonFinalToFinal;true;true;Compiler: compiler.err.override.methLinker: Error: LinkageError occurred while loading main class modifierMethodNonFinalToFinal.Main;true;true;true;true;METHOD_NOW_FINAL;true;true;true;true;JApiCompatibilityChange{type=METHOD_NOW_FINAL};true;true;true;true;method now final
accessModifierIfazeFieldAccessIncreaseNonToPublic;false;false;;false;false;true;true;;false;false;true;true;;false;false;true;true;
genericsClazzTypeBoundsAddN;false;true;Compiler: compiler.err.not.within.bounds, compiler.err.not.within.bounds;false;true;true;true;FORMAL_TYPE_PARAMETER_CHANGED;false;true;true;true;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;true;formal type parameter changed
genericsClazzMethodTypeSwap;false;false;;false;false;true;true;;false;false;true;true;;false;false;true;true;
genericsWildcardsClazzConstructorParamLowerBoundsGeneralization;false;true;Compiler: compiler.err.prob.found.req;false;true;true;true;EXECUTABLE_PARAMETER_GENERICS_CHANGED;false;false;true;false;;false;true;true;true;type parameter of method parameter changed
genericsClazzMethodTypeDeleteN;false;true;Compiler: compiler.err.name.clash.same.erasure.no.override, compiler.err.method.does.not.override.superclass;false;true;true;true;FORMAL_TYPE_PARAMETER_REMOVED;false;true;true;true;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;true;formal type parameter removed
accessModifierClazzNestedClazzAccessIncreasePrivateToProtected;false;false;;false;false;true;true;;false;false;true;true;;false;true;true;false;visibility increased, visibility increased
accessModifierClazzNestedIfazeAccessIncreaseProtectedToPublic;false;false;;false;false;true;true;;false;false;true;true;;false;false;true;true;visibility increased
genericsIfazeMethodTypeBoundsDeleteN;false;true;Compiler: compiler.err.does.not.override.abstract, compiler.err.name.clash.same.erasure.no.override, compiler.err.method.does.not.override.superclass;false;true;true;true;FORMAL_TYPE_PARAMETER_CHANGED;false;true;true;true;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;true;formal type parameter changed
genericsClazzMethodTypeBoundsDeleteSecond;false;true;Compiler: compiler.err.name.clash.same.erasure.no.override, compiler.err.method.does.not.override.superclass;false;true;true;true;FORMAL_TYPE_PARAMETER_CHANGED;false;false;true;false;;false;true;true;true;formal type parameter changed
genericsWildcardsClazzConstructorParamUpperBoundsSpecialization;false;true;Compiler: compiler.err.prob.found.req;false;true;true;true;EXECUTABLE_PARAMETER_GENERICS_CHANGED;false;false;true;false;;false;true;true;true;type parameter of method parameter changed
modifierMethodNativeToNonNative;false;false;;false;false;true;true;;false;false;true;true;;false;false;true;true;
accessModifierClazzMethodAccessIncreaseNonToPublic;false;false;;false;false;true;true;;false;false;true;true;;false;true;true;false;visibility increased
dataTypeIfazeMethodReturnTypeSpecialization;true;true;Compiler: compiler.err.does.not.override.abstract, compiler.err.override.incompatible.ret, compiler.err.method.does.not.override.superclassLinker: Exception in thread "main" java.lang.NoSuchMethodError: 'java.lang.Number testing_lib.dataTypeIfazeMethodReturnTypeSpecialization.DataTypeIfazeMethodReturnTypeSpecialization.method1()';true;true;true;true;METHOD_RETURN_TYPE_ERASURE_CHANGED, METHOD_RETURN_TYPE_CHANGED_INCOMPATIBLE;true;true;true;true;JApiCompatibilityChange{type=METHOD_RETURN_TYPE_CHANGED};true;false;true;false;return type changed covariantly
genericsWildcardsClazzConstructorParamLowerBoundsAdd;false;true;Compiler: compiler.err.prob.found.req;false;true;true;true;EXECUTABLE_PARAMETER_GENERICS_CHANGED;false;false;true;false;;false;true;true;true;type parameter of method parameter changed
accessModifierClazzNestedIfazeAccessDecreasePublicToPrivate;true;true;Compiler: compiler.err.report.access, compiler.err.report.access, compiler.err.report.accessLinker: Error: LinkageError occurred while loading main class accessModifierClazzNestedIfazeAccessDecreasePublicToPrivate.Main;true;true;true;true;TYPE_REMOVED;true;true;true;true;JApiCompatibilityChange{type=CLASS_NO_LONGER_PUBLIC}, JApiCompatibilityChange{type=CLASS_LESS_ACCESSIBLE};true;true;true;true;visibility reduced
modifierMethodNonNativeToNative;false;false;;false;false;true;true;;false;false;true;true;;false;false;true;true;
accessModifierClazzNestedIfazeAccessDecreaseProtectedToNon;true;true;Compiler: compiler.err.not.def.public.cant.accessLinker: Exception in thread "main" java.lang.IllegalAccessError: class accessModifierClazzNestedIfazeAccessDecreaseProtectedToNon.Main$1 cannot access its superinterface testing_lib.accessModifierClazzNestedIfazeAccessDecreaseProtectedToNon.AccessModifierClazzNestedIfazeAccessDecreaseProtectedToNon$Ifaze (accessModifierClazzNestedIfazeAccessDecreaseProtectedToNon.Main$1 and testing_lib.accessModifierClazzNestedIfazeAccessDecreaseProtectedToNon.AccessModifierClazzNestedIfazeAccessDecreaseProtectedToNon$Ifaze are in unnamed module of loader 'app');true;true;true;true;TYPE_REMOVED;true;true;true;true;JApiCompatibilityChange{type=CLASS_LESS_ACCESSIBLE};true;true;true;true;visibility reduced
accessModifierClazzMethodAccessDecreasePublicToPrivate;true;true;Compiler: compiler.err.report.accessLinker: Exception in thread "main" java.lang.IllegalAccessError: class accessModifierClazzMethodAccessDecreasePublicToPrivate.Main tried to access private method 'void testing_lib.accessModifierClazzMethodAccessDecreasePublicToPrivate.AccessModifierClazzMethodAccessDecreasePublicToPrivate.method()' (accessModifierClazzMethodAccessDecreasePublicToPrivate.Main and testing_lib.accessModifierClazzMethodAccessDecreasePublicToPrivate.AccessModifierClazzMethodAccessDecreasePublicToPrivate are in unnamed module of loader 'app');true;true;true;true;EXECUTABLE_REMOVED;true;true;true;true;JApiCompatibilityChange{type=METHOD_LESS_ACCESSIBLE};true;true;true;true;visibility reduced
accessModifierClazzNestedIfazeAccessIncreasePrivateToProtected;false;false;;false;false;true;true;;false;false;true;true;;false;false;true;true;visibility increased
accessModifierIfazeMethodAccessDecreasePublicToNon;false;false;;false;false;true;true;;false;false;true;true;;false;false;true;true;
accessModifierClazzNestedClazzAccessDecreaseNonToPrivate;false;false;;false;false;true;true;;true;true;false;false;JApiCompatibilityChange{type=CONSTRUCTOR_LESS_ACCESSIBLE}, JApiCompatibilityChange{type=CLASS_NOW_NOT_EXTENDABLE}, JApiCompatibilityChange{type=CLASS_LESS_ACCESSIBLE};false;false;true;true;
accessModifierClazzMethodAccessIncreasePrivateToPublic;false;false;;false;false;true;true;;false;false;true;true;;false;true;true;false;visibility increased
genericsClazzTypeAddN;false;false;;false;false;true;true;;false;true;true;false;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;false;element now parameterized, formal type parameter added
genericsClazzMethodTypeDeleteSecond;false;true;Compiler: compiler.err.cant.apply.symbol.noargs, compiler.err.name.clash.same.erasure.no.override, compiler.err.method.does.not.override.superclass;false;true;true;true;FORMAL_TYPE_PARAMETER_REMOVED;false;true;true;true;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;true;formal type parameter removed
genericsWildcardsClazzConstructorParamUpperBoundsMutation;false;true;Compiler: compiler.err.prob.found.req;false;true;true;true;EXECUTABLE_PARAMETER_GENERICS_CHANGED;false;false;true;false;;false;true;true;true;type parameter of method parameter changed
accessModifierIfazeFieldAccessDecreasePublicToNon;false;false;;false;false;true;true;;false;false;true;true;;false;false;true;true;
accessModifierClazzNestedClazzAccessIncreasePrivateToPublic;false;false;;false;false;true;true;;false;false;true;true;;false;true;true;false;visibility increased, visibility increased
genericsWildcardsClazzConstructorParamUpperBoundsToLowerBounds;false;true;Compiler: compiler.err.prob.found.req;false;true;true;true;EXECUTABLE_PARAMETER_GENERICS_CHANGED;false;false;true;false;;false;true;true;true;type parameter of method parameter changed
accessModifierClazzNestedIfazeAccessDecreaseProtectedToPrivate;true;true;Compiler: compiler.err.report.access, compiler.err.report.accessLinker: Exception in thread "main" java.lang.IllegalAccessError: class accessModifierClazzNestedIfazeAccessDecreaseProtectedToPrivate.Main$1 cannot access its superinterface testing_lib.accessModifierClazzNestedIfazeAccessDecreaseProtectedToPrivate.AccessModifierClazzNestedIfazeAccessDecreaseProtectedToPrivate$Ifaze (accessModifierClazzNestedIfazeAccessDecreaseProtectedToPrivate.Main$1 and testing_lib.accessModifierClazzNestedIfazeAccessDecreaseProtectedToPrivate.AccessModifierClazzNestedIfazeAccessDecreaseProtectedToPrivate$Ifaze are in unnamed module of loader 'app');true;true;true;true;TYPE_REMOVED;true;true;true;true;JApiCompatibilityChange{type=CLASS_LESS_ACCESSIBLE};true;true;true;true;visibility reduced
modifierMethodNonAbstractToAbstract;true;true;Compiler: compiler.err.does.not.override.abstractLinker: Exception in thread "main" java.lang.AbstractMethodError: Receiver class modifierMethodNonAbstractToAbstract.Main does not define or inherit an implementation of the resolved method 'abstract void method1()' of abstract class testing_lib.modifierMethodNonAbstractToAbstract.ModifierMethodNonAbstractToAbstract.;true;true;true;true;METHOD_NOW_ABSTRACT;true;true;true;true;JApiCompatibilityChange{type=METHOD_NOW_ABSTRACT};true;true;true;true;Method now abstract
accessModifierClazzMethodAccessDecreasePublicToProtected;true;true;Compiler: compiler.err.report.accessLinker: Caused by: java.lang.VerifyError: Bad access to protected data in invokevirtual;true;true;true;true;EXECUTABLE_NOW_PROTECTED;true;true;true;true;JApiCompatibilityChange{type=METHOD_LESS_ACCESSIBLE};true;true;true;true;visibility reduced
accessModifierClazzMethodAccessDecreaseProtectedToNon;true;true;Compiler: compiler.err.cant.resolve.location.argsLinker: Exception in thread "main" java.lang.IllegalAccessError: class accessModifierClazzMethodAccessDecreaseProtectedToNon.Main tried to access method 'void testing_lib.accessModifierClazzMethodAccessDecreaseProtectedToNon.AccessModifierClazzMethodAccessDecreaseProtectedToNon.method()' (accessModifierClazzMethodAccessDecreaseProtectedToNon.Main and testing_lib.accessModifierClazzMethodAccessDecreaseProtectedToNon.AccessModifierClazzMethodAccessDecreaseProtectedToNon are in unnamed module of loader 'app');true;true;true;true;EXECUTABLE_REMOVED;true;true;true;true;JApiCompatibilityChange{type=METHOD_LESS_ACCESSIBLE};true;true;true;true;visibility reduced
accessModifierClazzMethodAccessIncreasePrivateToNon;false;false;;false;false;true;true;;false;false;true;true;;false;false;true;true;
accessModifierClazzNestedIfazeAccessDecreasePublicToProtected;false;true;Compiler: compiler.err.report.access;true;true;false;true;TYPE_NOW_PROTECTED;true;true;false;true;JApiCompatibilityChange{type=CLASS_NO_LONGER_PUBLIC}, JApiCompatibilityChange{type=CLASS_LESS_ACCESSIBLE};true;true;false;true;visibility reduced
dataTypeIfazeMethodReturnTypeUnboxing;true;true;Compiler: compiler.err.does.not.override.abstract, compiler.err.override.incompatible.ret, compiler.err.method.does.not.override.superclassLinker: Exception in thread "main" java.lang.NoSuchMethodError: 'java.lang.Integer testing_lib.dataTypeIfazeMethodReturnTypeUnboxing.DataTypeIfazeMethodReturnTypeUnboxing.method1()';true;true;true;true;METHOD_RETURN_TYPE_ERASURE_CHANGED, METHOD_RETURN_TYPE_CHANGED_INCOMPATIBLE;true;true;true;true;JApiCompatibilityChange{type=METHOD_RETURN_TYPE_CHANGED};true;true;true;true;return type changed
accessModifierClazzNestedClazzAccessDecreasePublicToPrivate;true;true;Compiler: compiler.err.report.accessLinker: Exception in thread "main" java.lang.IllegalAccessError: failed to access class testing_lib.accessModifierClazzNestedClazzAccessDecreasePublicToPrivate.AccessModifierClazzNestedClazzAccessDecreasePublicToPrivate$Clazz from class accessModifierClazzNestedClazzAccessDecreasePublicToPrivate.Main (testing_lib.accessModifierClazzNestedClazzAccessDecreasePublicToPrivate.AccessModifierClazzNestedClazzAccessDecreasePublicToPrivate$Clazz and accessModifierClazzNestedClazzAccessDecreasePublicToPrivate.Main are in unnamed module of loader 'app');true;true;true;true;TYPE_REMOVED;true;true;true;true;JApiCompatibilityChange{type=CONSTRUCTOR_LESS_ACCESSIBLE}, JApiCompatibilityChange{type=CLASS_NOW_NOT_EXTENDABLE}, JApiCompatibilityChange{type=CLASS_NO_LONGER_PUBLIC}, JApiCompatibilityChange{type=CLASS_LESS_ACCESSIBLE};true;true;true;true;visibility reduced, visibility reduced
genericsWildcardsClazzConstructorParamLowerBoundsDelete;false;false;;false;false;true;true;;false;false;true;true;;false;true;true;false;type parameter of method parameter changed
accessModifierIfazeMethodAccessIncreaseNonToPublic;false;false;;false;false;true;true;;false;false;true;true;;false;false;true;true;
accessModifierClazzMethodAccessIncreaseProtectedToPublic;false;false;;false;false;true;true;;false;false;true;true;;false;true;true;false;visibility increased
accessModifierClazzNestedClazzAccessIncreaseProtectedToPublic;false;false;;false;false;true;true;;false;false;true;true;;false;true;true;false;visibility increased, visibility increased
accessModifierClazzMethodAccessDecreaseProtectedToPrivate;true;true;Compiler: compiler.err.cant.resolve.location.argsLinker: Exception in thread "main" java.lang.IllegalAccessError: class accessModifierClazzMethodAccessDecreaseProtectedToPrivate.Main tried to access private method 'void testing_lib.accessModifierClazzMethodAccessDecreaseProtectedToPrivate.AccessModifierClazzMethodAccessDecreaseProtectedToPrivate.method()' (accessModifierClazzMethodAccessDecreaseProtectedToPrivate.Main and testing_lib.accessModifierClazzMethodAccessDecreaseProtectedToPrivate.AccessModifierClazzMethodAccessDecreaseProtectedToPrivate are in unnamed module of loader 'app');true;true;true;true;EXECUTABLE_REMOVED;true;true;true;true;JApiCompatibilityChange{type=METHOD_LESS_ACCESSIBLE};true;true;true;true;visibility reduced
accessModifierClazzMethodAccessIncreaseNonToProtected;false;false;;false;false;true;true;;false;false;true;true;;false;true;true;false;visibility increased
accessModifierClazzMethodAccessIncreasePrivateToProtected;false;false;;false;false;true;true;;false;false;true;true;;false;true;true;false;visibility increased
accessModifierClazzMethodAccessDecreasePublicToNon;true;true;Compiler: compiler.err.not.def.public.cant.accessLinker: Exception in thread "main" java.lang.IllegalAccessError: class accessModifierClazzMethodAccessDecreasePublicToNon.Main tried to access method 'void testing_lib.accessModifierClazzMethodAccessDecreasePublicToNon.AccessModifierClazzMethodAccessDecreasePublicToNon.method()' (accessModifierClazzMethodAccessDecreasePublicToNon.Main and testing_lib.accessModifierClazzMethodAccessDecreasePublicToNon.AccessModifierClazzMethodAccessDecreasePublicToNon are in unnamed module of loader 'app');true;true;true;true;EXECUTABLE_REMOVED;true;true;true;true;JApiCompatibilityChange{type=METHOD_LESS_ACCESSIBLE};true;true;true;true;visibility reduced
